empresa;placa;modelo;situacao_veiculo;filial_operacional
REFERÊNCIA;TAN3H73;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;TAN3I04;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;TAN3I50;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;TAN3I53;STRADA FREEDOM 1.3 FLEX 8V CD;DISPONÍVEL PARA VENDA;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;TAN7B76;ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;TAN7B84;ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;TAN7I86;MONTANA LTZ 1.2 TURBO FLEX 12V 4P AUT.;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;TAN9D13;MONTANA 1.2 TURBO FLEX 12V 4P MEC.;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;TAX3B56;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;TAX3B57;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;TBA6C83;OROCH PRO 1.6 FLEX 16V MEC.;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;TBO7C19;MONTANA 1.2 TURBO FLEX 12V 4P MEC.;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBM5F86;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBM5F87;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBU2F12;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBU2G01;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBU2G02;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBU2G38;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBU2G39;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBU5J37;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBU5J38;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV1B43;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV1B53;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV1B54;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV1B56;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV1B58;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV1B62;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV1B67;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV1B70;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV1B85;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV1C80;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV2D97;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV8G59;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV8G64;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV8G67;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBV8G70;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBW1H96;STRADA ENDURANCE 1.3 FLEX 8V CS;NÃO DISPONÍVEL;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UBY5B28;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCB5G97;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCD2C84;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCD2C89;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCD2C91;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF1J11;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF1J12;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF1J17;STRADA ENDURANCE 1.3 FLEX 8V CS;EM MOBILIZAÇÃO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF1J20;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF1J34;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF1J35;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF1J36;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF1J38;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF1J39;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF3G73;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF3G76;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF4J24;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF7A91;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCF7B14;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCH2G49;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCH2G55;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCH2G56;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCH2G60;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCH2G61;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCH2G67;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCH2G94;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCH4J66;MONTANA LT 1.2  TURBO FLEX 12V 4P MEC.;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCH4J68;MONTANA LT 1.2  TURBO FLEX 12V 4P MEC.;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCH6E59;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J02;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J03;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J05;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J10;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J14;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J17;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J24;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J31;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J32;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J35;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J36;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J37;ARGO DRIVE 1.0 6V FLEX;EM MOBILIZAÇÃO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J52;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCK7J78;ARGO DRIVE 1.0 6V FLEX;EM MOBILIZAÇÃO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;UCL1C04;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA GOIÂNIA LOJA
REFERÊNCIA;SDR9D85;GOL 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA LUIS EDUARDO MAGALHÃES
REFERÊNCIA;SEE9I32;STRADA ENDURANCE 1.4 FLEX 8V CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA LUIS EDUARDO MAGALHÃES
REFERÊNCIA;SEG6B24;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA LUIS EDUARDO MAGALHÃES
REFERÊNCIA;SEG6B32;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA LUIS EDUARDO MAGALHÃES
REFERÊNCIA;SEP0C58;KWID ZEN 1.0 FLEX 12V 5P MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA LUIS EDUARDO MAGALHÃES
REFERÊNCIA;SES4D49;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA LUIS EDUARDO MAGALHÃES
REFERÊNCIA;SFK0F35;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA LUIS EDUARDO MAGALHÃES
REFERÊNCIA;TBU8D22;STRADA ENDURANCE 1.3 FLEX 8V CS;EM DESMOBILIZAÇÃO;REFERÊNCIA LUIS EDUARDO MAGALHÃES
REFERÊNCIA;UCK7J15;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA LUIS EDUARDO MAGALHÃES
REFERÊNCIA;UCK7J20;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA LUIS EDUARDO MAGALHÃES
REFERÊNCIA;AZE3A58;MASTER 2.3 DCI EXECUTIVE LONGO 16L DIES;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;EFV5J31;VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;EQY2A41;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;EWU5E41;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;EXO0D61;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;EZC4G12;POLO COMFORTLINE TSI 1.0 FLEX 12V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;FAO7I37;MASTER 2.3 DCI FURGÃO 16V DIESEL;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;FFI4D22;YARIS XL 1.3 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;FGN6F01;CRETA COMFORT PLUS 1.0 TB 12V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;FHS3H02;POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;FJQ7C24;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;FQE5I02;NIVUS COMFORTLINE 1.0 200 TSI FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;FRD5A35;MASTER 2.3 DCI FURGÃO 16V DIESEL;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;FSB8E92;POLO 1.0 MPI FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;GFJ8G74;POLO 1.0 MPI FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;GGH2G13;POLO TRACK 1.0 FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;GIC9H91;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;GJW5C82;CRETA COMFORT 1.0 TB 12V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;QOU7688;SPIN LTZ 1.8 8V ECONO.FLEX 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SED6I85;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;SEE1G88;ONIX HATCH LT 1.0 12V TB FLEX 5P MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;SEG5A90;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;SEN6D61;OROCH INTENSE 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;SEP2A97;ONIX HATCH 1.0 12V FLEX 5P MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;SFG4I67;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SFK0I16;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;SFK0I20;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SFK0I22;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;SFM7D60;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;SFM8E10;POLO TRACK 1.0 FLEX 12V 5P;SINISTRO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SIH9E88;PULSE AUDACE 1.0 TURBO 200 FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SIL7G72;HB20 C./C.PLUS/C.STYLE 1.6 FLEX 16V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SIS5D18;ONIX HATCH LT 1.0 12V FLEX 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SIZ3D76;TRACKER 1.0 TURBO 12V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SIZ7A02;ONIX HATCH 1.0 12V FLEX 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SMV9J85;ONIX HATCH 1.0 12V FLEX 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SSR0D91;YARIS XL 1.3 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SSR1C46;POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SST2C11;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SST4I23;POLO TRACK 1.0 FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SST7I26;POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SSU7E03;VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SSW9D50;POLO 1.0 MPI FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SSZ5F09;POLO TRACK 1.0 FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;STD3D81;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;STD4C17;CRETA COMFORT 1.0 TB 12V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;STF4E27;YARIS XL 1.3 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;STI2E63;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;STI8I16;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;STV4F35;YARIS XL 1.3 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;STZ3F22;YARIS XL 1.3 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SUH6B95;POLO COMFORT. 200 TSI 1.0 FLEX 12V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SUJ3J74;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SUJ4B02;POLO COMFORTLINE TSI 1.0 FLEX 12V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SUJ8E54;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SUQ3G56;YARIS XL 1.3 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SUQ6E24;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SUZ0E17;YARIS XL 1.3 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SVA8D37;POLO TRACK 1.0 FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SVG0B03;YARIS XL 1.3 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SVH2G96;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SVL0H25;COROLLA GLI 2.0 16V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SVL8G06;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SVN3G81;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SVP4J14;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SVT0E61;POLO 1.0 MPI FLEX 12V 5P;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SWL2I51;YARIS S 1.5 FLEX 16V 5P AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SWM8E15;YARIS XL 1.3 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SWQ0J25;NIVUS COMFORTLINE 1.0 200 TSI FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SYA4C06;PULSE DRIVE 1.0 TURBO 200 FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SYB1I76;DUSTER INTENSE 1.6 16V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SYB2B22;TRACKER 1.0 TURBO 12V FLEX AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SYB5B87;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SYB7G87;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SYH6H86;CRONOS 1.0 6V FLEX;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SYP8A52;SENTRA 2.0/ 2.0 FLEX FUEL 16V AUT.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;SYU9A59;208 LIKE ESSENCIAL 1.6 FLEX 16V 5P MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAN9H42;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAN9H43;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAN9H44;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAR2E96;ARGO DRIVE 1.3 8V FLEX AUT.;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAR2E97;ARGO DRIVE 1.3 8V FLEX AUT.;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAS4H13;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAW7H46;DUSTER INTENSE PLUS 1.6 16V FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAW7H84;DUSTER INTENSE PLUS 1.6 16V FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAW7H86;DUSTER INTENSE 1.6 16V FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAW9I28;DUSTER INTENSE PLUS 1.6 16V FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAX0F41;DUSTER INTENSE PLUS 1.6 16V FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAX1C51;DUSTER INTENSE PLUS 1.6 16V FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAX1C52;DUSTER INTENSE PLUS 1.6 16V FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAX1C53;DUSTER INTENSE PLUS 1.6 16V FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAX1C54;DUSTER INTENSE PLUS 1.6 16V FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAX3B66;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA MARINGÁ
REFERÊNCIA;TAZ4J10;ARGO DRIVE 1.3 8V FLEX AUT.;LOCADO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TBB1G72;PULSE AUDACE TURBO 200  AUT. (HIBRÍDO);NÃO DISPONÍVEL;REFERÊNCIA MARINGÁ
REFERÊNCIA;TBI8B63;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TBI9D95;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TBI9G55;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TBI9I75;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TBJ0D91;HB20 COMFORT 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
REFERÊNCIA;TBJ5H96;HB20 SENSE 1.0 FLEX 12V MEC.;DEVOLVIDO;REFERÊNCIA MARINGÁ
