empresa;placa;modelo;situacao_veiculo;filial_operacional
REFERÊNCIA;TBD5B69;KICKS PLAY SENSE 1.6 16V FLEX AUT.;DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;TBD5B71;KICKS PLAY SENSE 1.6 16V FLEX AUT.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;TBD5B73;KICKS PLAY SENSE 1.6 16V FLEX AUT.;NÃO DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;TBD5B83;KICKS PLAY SENSE 1.6 16V FLEX AUT.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;TBD5B85;KICKS PLAY SENSE 1.6 16V FLEX AUT.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;TBD5B86;KICKS PLAY SENSE 1.6 16V FLEX AUT.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;TBD5E34;MOBI LIKE 1.0 FIRE FLEX 5P.;ROUBO / FURTO;REFERÊNCIA SALVADOR
REFERÊNCIA;TBJ7B12;MOBI LIKE 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;TBJ7B13;MOBI LIKE 1.0 FIRE FLEX 5P.;LOCADO VEÍCULO RESERVA;REFERÊNCIA SALVADOR
REFERÊNCIA;TBO0F10;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBM5F89;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBM5F90;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBM5F98;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBR5I52;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBR5I54;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBR5I55;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBR5I84;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBR5I86;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBR5I90;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBR5I93;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBR5I94;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBR5I97;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBR5I99;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBR5J01;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBR5J02;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBY5B24;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBY5B25;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBY5B29;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBY5B45;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBY5B46;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UBY5B55;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCB5G76;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCB5G85;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCB5G99;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCF4J23;ARGO DRIVE 1.0 6V FLEX;DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;UCF4J25;ARGO DRIVE 1.0 6V FLEX;DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;UCF4J30;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCF4J32;ARGO DRIVE 1.0 6V FLEX;DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;UCF4J33;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCF4J34;ARGO DRIVE 1.0 6V FLEX;DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;UCF7A90;ARGO DRIVE 1.0 6V FLEX;DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;UCF7B13;ARGO DRIVE 1.0 6V FLEX;DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;UCF7B17;ARGO DRIVE 1.0 6V FLEX;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCF7B19;ARGO DRIVE 1.0 6V FLEX;DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;UCF7B22;ARGO DRIVE 1.0 6V FLEX;DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;UCG0F36;RANGER XL 2.0 4X4 CD DIESEL MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCH6E61;RANGER XL 2.0 4X4 CD DIESEL MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCH6E63;RANGER XL 2.0 4X4 CD DIESEL MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCH6E66;RANGER XL 2.0 4X4 CD DIESEL MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCH6E68;RANGER XL 2.0 4X4 CD DIESEL MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCH6E71;RANGER XL 2.0 4X4 CD DIESEL MEC.;DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;UCH6E72;RANGER XL 2.0 4X4 CD DIESEL MEC.;LOCADO;REFERÊNCIA SALVADOR
REFERÊNCIA;UCI6E24;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL;REFERÊNCIA SALVADOR
REFERÊNCIA;BCB0593;VOYAGE TRENDLINE 1.0 T.FLEX 12V 4P;APREENDIDO;REFERÊNCIA SINOP
REFERÊNCIA;BCT7F02;UNO ATTRACTIVE 1.0 FIRE FLEX 8V 5P;APREENDIDO;REFERÊNCIA SINOP
REFERÊNCIA;BLU1111;UNO 1.6 MPI 2P E 4P;LOCADO VEÍCULO RESERVA;REFERÊNCIA SINOP
REFERÊNCIA;RHB9G10;STRADA ENDURANCE 1.4 FLEX 8V CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;RHJ9B94;STRADA ENDURANCE 1.4 FLEX 8V CD;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;RHK5H81;GOL 1.6 MI POWER TOTAL FLEX 8V 4P;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;RHY6G50;208 ACTIVE 1.6 FLEX 16V 5P AUT.;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;RHY6G70;208 ACTIVE 1.6 FLEX 16V 5P AUT.;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SDR4D67;GOL 1.0 FLEX 12V 5P;ROUBO / FURTO;REFERÊNCIA SINOP
REFERÊNCIA;SDR8D71;208 ACTIVE 1.6 FLEX 16V 5P AUT.;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;SDR9E20;GOL 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SDT4A81;STRADA FREEDOM 1.3 FLEX 8V  CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SDT8J31;STRADA FREEDOM 1.3 FLEX 8V  CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SDW2F23;STRADA ENDURANCE 1.4 FLEX 8V CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SDW2F31;STRADA ENDURANCE 1.4 FLEX 8V CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SED8E69;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SEP8F99;STRADA ENDURANCE 1.4 FLEX 8V CS PLUS;LOCADO;REFERÊNCIA SINOP
REFERÊNCIA;SEP8G08;STRADA ENDURANCE 1.4 FLEX 8V CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SEV3G43;ONIX SEDAN PLUS LT 1.0 12V TB FLEX MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SEW8B57;HB20 SENSE 1.0 FLEX 12V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SFD1B59;S10 PICK-UP LT 2.8 TDI 4X4 CD DIESEL AUT;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SFF3E23;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SFG3J23;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SFJ4D49;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA SINOP
REFERÊNCIA;SFK0F43;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SFK6D73;ONIX SEDAN PLUS LT 1.0 12V TB FLEX AUT.;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SFM8D97;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SFM8E08;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;SFN1H20;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA SINOP
REFERÊNCIA;SFN1H44;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA SINOP
REFERÊNCIA;TAI8G38;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;TAI8G39;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;TAJ6B98;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;TAK6A81;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;TAN7B46;ONIX SEDAN PLUS LT 1.0 12V FLEX 4P MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;TBN3D36;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;TBR9F81;STRADA ENDURANCE 1.3 FLEX 8V CS;SINISTRO;REFERÊNCIA SINOP
REFERÊNCIA;TBZ5H54;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA SINOP
REFERÊNCIA;UBJ8G03;MOBI LIKE 1.0 FIRE FLEX 5P.;LOCADO;REFERÊNCIA SINOP
REFERÊNCIA;UBM5F83;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA SINOP
REFERÊNCIA;UBM5F85;DOLPHIN EV (ELÉTRICO);LOCADO;REFERÊNCIA SINOP
REFERÊNCIA;UCK2A35;MOBI LIKE 1.0 FIRE FLEX 5P.;EM MOBILIZAÇÃO;REFERÊNCIA SINOP
REFERÊNCIA;UCK4I42;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;UCK4I46;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;UCK4I66;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;UCK4I69;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;UCK4I77;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;UCK4I79;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;UCK4I81;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;UCK4I86;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;UCK4J14;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;UCK4J19;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;UCK4J21;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;UCK4J89;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL;REFERÊNCIA SINOP
REFERÊNCIA;UCK7J16;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA SINOP
REFERÊNCIA;UCK7J39;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA SINOP
REFERÊNCIA;UCK7J41;STRADA FREEDOM 1.3 FLEX 8V CD;EM MOBILIZAÇÃO;REFERÊNCIA SINOP
REFERÊNCIA;BEH9B70;ONIX SEDAN PLUS 1.0 12V TB FLEX AUT.;APREENDIDO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;RHO4H39;GOL 1.6 MI POWER TOTAL FLEX 8V 4P;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SDR8E18;STRADA ENDURANCE 1.4 FLEX 8V CS PLUS;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SDR9D40;208 ACTIVE 1.6 FLEX 16V 5P AUT.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SDT0F10;GOL 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SDU8F38;ONIX HATCH LT 1.0 12V FLEX 5P MEC.;EM DESMOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SDW2G28;STRADA ENDURANCE 1.4 FLEX 8V CS PLUS;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SED8E85;OROCH PRO 1.6 FLEX 16V MEC.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SEJ4B53;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SEJ5D73;OROCH PRO 1.6 FLEX 16V MEC.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SEL7G38;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SEM4B65;KWID ZEN 1.0 FLEX 12V 5P MEC.;ROUBO / FURTO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SEP6E36;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SES1H25;CRONOS DRIVE 1.0 6V FLEX;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SEY7G37;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SEY7G47;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SEY7G49;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFB2D48;ARGO 1.0 6V FLEX.;EM DESMOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFB3A69;ARGO 1.0 6V FLEX.;EM DESMOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFB3A71;ARGO 1.0 6V FLEX.;EM DESMOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFB3A74;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFB3A78;ARGO 1.0 6V FLEX.;EM DESMOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFB3A80;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFB7D81;ARGO 1.0 6V FLEX.;EM DESMOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFB7D83;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFC5D42;POLO 1.0 MPI FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFC5D43;POLO 1.0 MPI FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFC5G43;ARGO 1.0 6V FLEX.;EM DESMOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFC5G44;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFD2H67;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFD6A72;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFD6A78;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFG3J08;OROCH PRO 1.6 FLEX 16V MEC.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFG3J37;POLO TRACK 1.0 FLEX 12V 5P;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI8F46;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI8F51;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI8F60;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI8F61;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI8F63;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI9C41;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI9C43;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI9C48;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI9C51;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI9C54;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI9C55;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI9C56;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI9C61;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI9C62;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFI9C63;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFJ0I23;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFJ1E12;SAVEIRO ROBUST 1.6 TOTAL FLEX 16V;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFL1E39;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFL1E48;POLO TRACK 1.0 FLEX 12V 5P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM5G91;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM5G94;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM5H03;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM5H08;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM5H10;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM5H54;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM5H59;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM5H81;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM5H90;ARGO 1.0 6V FLEX.;EM DESMOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM7D49;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM7D56;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM7D59;STRADA ENDURANCE 1.3 FLEX 8V CS;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM7D63;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM7D69;ARGO DRIVE 1.3 8V FLEX AUT.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM7D76;ARGO DRIVE 1.3 8V FLEX AUT.;EM MOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM7D82;ARGO DRIVE 1.3 8V FLEX AUT.;DISPONÍVEL;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM7D85;ARGO DRIVE 1.3 8V FLEX AUT.;EM DESMOBILIZAÇÃO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFM9E80;OROCH PRO 1.6 FLEX 16V MEC.;PREPARAÇÃO PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFN1H22;STRADA FREEDOM 1.3 FLEX 8V CD;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFN5F28;ARGO DRIVE 1.0 6V FLEX;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFN7G54;FIORINO ENDURANCE EVO 1.4 FLEX 8V 2P;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFN8A61;STRADA ENDURANCE 1.3 FLEX 8V CS;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO4G03;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO6J76;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO6J81;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO6J83;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO6J92;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO6J95;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7A10;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7A19;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7A20;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7A51;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7A54;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7A58;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7A62;ARGO 1.0 6V FLEX.;LOCADO;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7A90;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7A92;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
REFERÊNCIA;SFO7A95;ARGO 1.0 6V FLEX.;DISPONÍVEL PARA VENDA;REFERÊNCIA SÃO PAULO
